Unit ID,English_Sen,Arabic_Sen,Franco
3749,"Chalet For Sale In Shamasi 155 SQM, with 4 bedrooms and 4 bathrooms, priced at 9500000 in El Dabaa","شاليه للبيع في شماسي 155 متر ب 4 أوض و 4 حمامات, بسعر 9500000 في الضبعة",shalyh lilbi3 fi shmasy 155 mtr b 4 2wd w 4 hamamet bs3r 9500000 fi aldb3a
3748,"Townhouse For Sale In Shamasi 170 SQM, with bedroom and bathroom, priced at 14831124 in El Dabaa","تاون هاوس للبيع في شماسي 170 متر ب أوضة و حمام, بسعر 14831124 في الضبعة",tawn haws lilbi3 fi shmasy 170 mtr b 2wda w hamam bs3r 14831124 fi aldb3a
3747,"Townhouse For Sale In Shamasi 165 SQM, with 3 bedrooms and 3 bathrooms, priced at 17088118 in El Dabaa","تاون هاوس للبيع في شماسي 165 متر ب 3 أوض و 3 حمامات, بسعر 17088118 في الضبعة",tawn haws lilbi3 fi shmasy 165 mtr b 3 2wd w 3 hamamet bs3r 17088118 fi aldb3a
3746,"68 SQM, with 6 bedrooms and 6 bathrooms, priced at 5900000 in El Dabaa","شقة للبيع في شماسي 68 متر ب 6 أوض و 6 حمامات, بسعر 5900000 في الضبعة",sh2a lilbi3 fi shmasy 68 mtr b 6 2wd w 6 hamamet bs3r 5900000 fi aldb3a
3745,"Twinhouse For Sale In Shamasi 235 SQM, with 4 bedrooms and 5 bathrooms, priced at 29000000 in El Dabaa","توين هاوس للبيع في شماسي 235 متر ب 4 أوض و 5 حمامات, بسعر 29000000 في الضبعة",twyn haws lilbi3 fi shmasy 235 mtr b 4 2wd w 5 hamamet bs3r 29000000 fi aldb3a
3744,"Apartment For Sale In Garden Gate 73 SQM, with 3 bedrooms and 3 bathrooms, priced at 2948343 in Kerdasa","شقة للبيع في جاردن جيت 73 متر ب 3 أوض و 3 حمامات, بسعر 2948343 في كرداسة",sh2a lilbi3 fi gardn jiit 73 mtr b 3 2wd w 3 hamamet bs3r 2948343 fi krdasa
3743,"Apartment For Sale In Garden Gate 172 SQM, with 3 bedrooms and 3 bathrooms, priced at 6213157 in Kerdasa","شقة للبيع في جاردن جيت 172 متر ب 3 أوض و 3 حمامات, بسعر 6213157 في كرداسة",sh2a lilbi3 fi gardn jiit 172 mtr b 3 2wd w 3 hamamet bs3r 6213157 fi krdasa
3742,"Standalone Villa For Sale In Ivoire New Cairo 382 SQM, with 3 bedrooms and 3 bathrooms, priced at 48000000 in New Cairo","فيلا مستقلة للبيع في إيفوري القاهرة الجديدة 382 متر ب 3 أوض و 3 حمامات, بسعر 48000000 في القاهرة الجديدة",fyla mostakilla lilbi3 fi 2yfwry al2ahra ejadida 382 mtr b 3 2wd w 3 hamamet bs3r 48000000 fi al2ahra ejadida
3741,"Standalone Villa For Sale In Ivoire New Cairo 312 SQM, with bedroom and bathroom, priced at 34240000 in New Cairo","فيلا مستقلة للبيع في إيفوري القاهرة الجديدة 312  متر ب أوضة و حمام, بسعر 34240000 في القاهرة الجديدة",fyla mostakilla lilbi3 fi 2yfwry al2ahra ejadida 312 mtr b 2wda w hamam bs3r 34240000 fi al2ahra ejadida
3740,"Penthouse For Sale In Ivoire New Cairo 225 SQM, with bedroom and bathroom, priced at 17950000 in New Cairo","بنت هاوس للبيع في إيفوري القاهرة الجديدة 225 متر ب أوضة و حمام, بسعر 17950000 في القاهرة الجديدة",bint haws lilbi3 fi 2yfwry al2ahra ejadida 225 mtr b 2wda w hamam bs3r 17950000 fi al2ahra ejadida
3739,"Loft For Sale In Ivoire New Cairo 233 SQM, with 3 bedrooms and 2 bathrooms, priced at 21210000 in New Cairo","لوفت للبيع في إيفوري القاهرة الجديدة 233 متر ب 3 أوض و حمامين, بسعر 21210000 في القاهرة الجديدة",lwft lilbi3 fi 2yfwry al2ahra ejadida 233 mtr b 3 2wd w hmamen bs3r 21210000 fi al2ahra ejadida
3738,"Duplex For Sale In Ivoire New Cairo 240 SQM, with bedroom and bathroom, priced at 20880000 in New Cairo","دوبلكس للبيع في إيفوري القاهرة الجديدة 240 متر ب أوضة و حمام, بسعر 20880000 في القاهرة الجديدة",dwblks lilbi3 fi 2yfwry al2ahra ejadida 240 mtr b 2wda w hamam bs3r 20880000 fi al2ahra ejadida
3737,"Retail For Sale In Dorado Mall 31 SQM, with bedroom and bathroom, priced at 6201000 in Madinaty","محل تجاري للبيع في دورادو مول 31 متر ب أوضة و حمام, بسعر 6201000 في ماديناتي",mahal tjari lilbi3 fi dwradw mwl 31 mtr b 2wda w hamam bs3r 6201000 fi madynaty
3736,"Retail For Sale In Dorado Mall 44 SQM, with 3 bedrooms and 3 bathrooms, priced at 5328000 in Madinaty","محل تجاري للبيع في دورادو مول 44 متر ب 3 أوض و 3 حمامات, بسعر 5328000 في ماديناتي",mahal tjari lilbi3 fi dwradw mwl 44 mtr b 3 2wd w 3 hamamet bs3r 5328000 fi madynaty
3735,"105 SQM, with 3 bedrooms and 4 bathrooms, priced at 8976000 in Madinaty","مكتب إداري للبيع في دورادو مول 105 متر ب 3 أوض و 4 حمامات, بسعر 8976000 في ماديناتي",makteb 2dary lilbi3 fi dwradw mwl 105 mtr b 3 2wd w 4 hamamet bs3r 8976000 fi madynaty
3734,"Retail For Sale In Solano Mall 57 SQM, with 3 bedrooms and 4 bathrooms, priced at 14645925 in Madinaty","محل تجاري للبيع في سولانو مول 57 متر ب 3 أوض و 4 حمامات, بسعر 14645925 في ماديناتي",mahal tjari lilbi3 fi swlanw mwl 57 mtr b 3 2wd w 4 hamamet bs3r 14645925 fi madynaty
3733,"Store For Sale In Verona 96 SQM, with bedroom and bathroom, priced at 22034000 in Madinaty","محل للبيع في فيرونا 96 متر ب أوضة و حمام, بسعر 22034000 في ماديناتي",mahal lilbi3 fi fyrwna 96 mtr b 2wda w hamam bs3r 22034000 fi madynaty
3732,"Standalone Villa For Sale In El Patio Vera 324 SQM, with 4 bedrooms and 5 bathrooms, priced at 37750000 in Mostakbal City","فيلا مستقلة للبيع في الباتيو فيرا 324  متر ب 4 أوض و 5 حمامات, بسعر 37750000 في مدينة المستقبل",fyla mostakilla lilbi3 fi albatyw fyra 324 mtr b 4 2wd w 5 hamamet bs3r 37750000 fi madina elmostakbel
3731,"Twinhouse For Sale In El Patio Vera 245 SQM, with 5 bedrooms and 8 bathrooms, priced at 29950000 in Mostakbal City","توين هاوس للبيع في الباتيو فيرا 245 متر ب 5 أوض و 8 حمامات, بسعر 29950000 في مدينة المستقبل",twyn haws lilbi3 fi albatyw fyra 245 mtr b 5 2wd w 8 hamamet bs3r 29950000 fi madina elmostakbel
3730,"Twinhouse For Sale In EL Patio Vera 200 SQM, with 4 bedrooms and 4 bathrooms, priced at 18900000 in Mostakbal City","توين هاوس للبيع في الباتيو فيرا 200 متر ب 4 أوض و 4 حمامات, بسعر 18900000 في مدينة المستقبل",twyn haws lilbi3 fi albatyw fyra 200 mtr b 4 2wd w 4 hamamet bs3r 18900000 fi madina elmostakbel
3729,"Townhouse For Sale In Ever East 165 SQM, with 4 bedrooms and 4 bathrooms, priced at 14263560 in New Cairo","تاون هاوس للبيع في إيفر إيست 165 متر ب 4 أوض و 4 حمامات, بسعر 14263560 في القاهرة الجديدة",tawn haws lilbi3 fi 2yfr 2yst 165 mtr b 4 2wd w 4 hamamet bs3r 14263560 fi al2ahra ejadida
3728,"Twinhouse For Sale In Ever East 257 SQM, with 4 bedrooms and 4 bathrooms, priced at 25703516 in New Cairo","توين هاوس للبيع في إيفر إيست 257 متر ب 4 أوض و 4 حمامات, بسعر 25703516 في القاهرة الجديدة",twyn haws lilbi3 fi 2yfr 2yst 257 mtr b 4 2wd w 4 hamamet bs3r 25703516 fi al2ahra ejadida
3727,"Standalone Villa For Sale In Ever East 480 SQM, with 2 bedrooms and 2 bathrooms, priced at 58757400 in New Cairo","فيلا مستقلة للبيع في إيفر إيست 480 متر ب أوضتين و حمامين, بسعر 58757400 في القاهرة الجديدة",fyla mostakilla lilbi3 fi 2yfr 2yst 480 mtr b 2wdtyn w hmamen bs3r 58757400 fi al2ahra ejadida
3726,"210 SQM, with 2 bedrooms and 2 bathrooms, priced at 23500000 in 6th of October","تاون هاوس للبيع في كلوب بارك 210 متر ب أوضتين و حمامين, بسعر 23500000 في 6 أكتوبر",tawn haws lilbi3 fi club barek 210 mtr b 2wdtyn w hmamen bs3r 23500000 fi 6 2ktwbr
3725,"Villa For Sale In Club Park 255 SQM, with bedroom and bathroom, priced at 34000000 in 6th of October","فيلا للبيع في كلوب بارك 255 متر ب أوضة و حمام, بسعر 34000000 في 6 أكتوبر",fyla lilbi3 fi club barek 255 mtr b 2wda w hamam bs3r 34000000 fi 6 2ktwbr
3724,"Villa For Sale In Club Park 180 SQM, with 2 bedrooms and 2 bathrooms, priced at 14000000 in 6th of October","فيلا للبيع في كلوب بارك 180 متر ب أوضتين و حمامين, بسعر 14000000 في 6 أكتوبر",fyla lilbi3 fi club barek 180 mtr b 2wdtyn w hmamen bs3r 14000000 fi 6 2ktwbr
3723,"115 SQM, with 2 bedrooms and 2 bathrooms, priced at 10000000 in 6th of October","شقة للبيع في كلوب بارك 115 متر ب أوضتين و حمامين, بسعر 10000000 في 6 أكتوبر",sh2a lilbi3 fi club barek 115 mtr b 2wdtyn w hmamen bs3r 10000000 fi 6 2ktwbr
3722,"Apartment For Sale In Club Park 115 SQM, with 4 bedrooms and 4 bathrooms, priced at 8100000 in 6th of October","شقة للبيع في كلوب بارك 115 متر ب 4 أوض و 4 حمامات, بسعر 8100000 في 6 أكتوبر",sh2a lilbi3 fi club barek 115 mtr b 4 2wd w 4 hamamet bs3r 8100000 fi 6 2ktwbr
3721,"Clinic For Sale In Atom 45 SQM, with bedroom and bathroom, priced at 10980680 in New Cairo","عيادة طبية للبيع في أتوم 45 متر ب أوضة و حمام, بسعر 10980680 في القاهرة الجديدة",3iyedi tebia lilbi3 fi 2twm 45 mtr b 2wda w hamam bs3r 10980680 fi al2ahra ejadida
3720,"Clinic For Sale In Atom 124 SQM, with 3 bedrooms and 4 bathrooms, priced at 19646002 in New Cairo","عيادة طبية للبيع في أتوم 124 متر ب 3 أوض و 4 حمامات, بسعر 19646002 في القاهرة الجديدة",3iyedi tebia lilbi3 fi 2twm 124 mtr b 3 2wd w 4 hamamet bs3r 19646002 fi al2ahra ejadida
3719,"Retail For Sale In Atom 136 SQM, with bedroom and bathroom, priced at 29742885 in New Cairo","محل تجاري للبيع في أتوم 136 متر ب أوضة و حمام, بسعر 29742885 في القاهرة الجديدة",mahal tjari lilbi3 fi 2twm 136 mtr b 2wda w hamam bs3r 29742885 fi al2ahra ejadida
3718,"Bank For Sale In Atom 263 SQM, with 2 bedrooms and bathroom, priced at 72984604 in New Cairo","بنك للبيع في أتوم 263 متر ب أوضتين و حمام, بسعر 72984604 في القاهرة الجديدة",bank lilbi3 fi 2twm 263 mtr b 2wdtyn w hamam bs3r 72984604 fi al2ahra ejadida
3717,"Office For Sale In Radium 61 SQM, with 2 bedrooms and 2 bathrooms, priced at 10691005 in New Cairo","مكتب إداري للبيع في راديوم 61 متر ب أوضتين و حمامين, بسعر 10691005 في القاهرة الجديدة",makteb 2dary lilbi3 fi radywm 61 mtr b 2wdtyn w hmamen bs3r 10691005 fi al2ahra ejadida
3716,"Office For Sale In Radium 344 SQM, with 4 bedrooms and 6 bathrooms, priced at 60060280 in New Cairo","مكتب إداري للبيع في راديوم 344 متر ب 4 أوض و 6 حمامات, بسعر 60060280 في القاهرة الجديدة",makteb 2dary lilbi3 fi radywm 344 mtr b 4 2wd w 6 hamamet bs3r 60060280 fi al2ahra ejadida
3715,"Clinic For Sale In Radium 47 SQM, with 3 bedrooms and 3 bathrooms, priced at 7096558 in New Cairo","عيادة طبية للبيع في راديوم 47 متر ب 3 أوض و 3 حمامات, بسعر 7096558 في القاهرة الجديدة",3iyedi tebia lilbi3 fi radywm 47 mtr b 3 2wd w 3 hamamet bs3r 7096558 fi al2ahra ejadida
3714,"Clinic For Sale In Radium 127 SQM, with 3 bedrooms and 4 bathrooms, priced at 19164372 in New Cairo","عيادة طبية  للبيع في راديوم 127 متر ب 3 أوض و 4 حمامات, بسعر 19164372 في القاهرة الجديدة",3iyedi tebia lilbi3 fi radywm 127 mtr b 3 2wd w 4 hamamet bs3r 19164372 fi al2ahra ejadida
3713,"Shop For Sale In Radium 97 SQM, with 3 bedrooms and 3 bathrooms, priced at 28524841 in New Cairo","محل تجاري للبيع في راديوم 97 متر ب 3 أوض و 3 حمامات, بسعر 28524841 في القاهرة الجديدة",mahal tjari lilbi3 fi radywm 97 mtr b 3 2wd w 3 hamamet bs3r 28524841 fi al2ahra ejadida
3712,"Shop For Sale In Radium 287 SQM, with bedroom and bathroom, priced at 69441725 in New Cairo","محل تجاري للبيع في راديوم 287 متر ب أوضة و حمام, بسعر 69441725 في القاهرة الجديدة",mahal tjari lilbi3 fi radywm 287 mtr b 2wda w hamam bs3r 69441725 fi al2ahra ejadida
3711,"Duplex For Sale In The Crest 215 SQM, with 3 bedrooms and 4 bathrooms, priced at 17200000 in New Cairo","دوبلكس للبيع في ذا كريست 215 متر ب 3 أوض و 4 حمامات, بسعر 17200000 في القاهرة الجديدة",dwblks lilbi3 fi dha kryst 215 mtr b 3 2wd w 4 hamamet bs3r 17200000 fi al2ahra ejadida
3710,"Duplex For Sale In The Crest 240 SQM, with 3 bedrooms and 4 bathrooms, priced at 21600000 in New Cairo","دوبلكس للبيع في ذا كريست 240 متر ب 3 أوض و 4 حمامات, بسعر 21600000 في القاهرة الجديدة",dwblks lilbi3 fi dha kryst 240 mtr b 3 2wd w 4 hamamet bs3r 21600000 fi al2ahra ejadida
3709,"Apartment For Sale In The Crest 180 SQM, with 4 bedrooms and 5 bathrooms, priced at 12075000 in New Cairo","شقة للبيع في ذا كريست 180 متر ب 4 أوض و 5 حمامات, بسعر 12075000 في القاهرة الجديدة",sh2a lilbi3 fi dha kryst 180 mtr b 4 2wd w 5 hamamet bs3r 12075000 fi al2ahra ejadida
3708,"Apartment For Sale In The Crest 90 SQM, with 3 bedrooms and 3 bathrooms, priced at 5400000 in New Cairo","شقة للبيع في ذا كريست 90 متر ب 3 أوض و 3 حمامات, بسعر 5400000 في القاهرة الجديدة",sh2a lilbi3 fi dha kryst 90 mtr b 3 2wd w 3 hamamet bs3r 5400000 fi al2ahra ejadida
3707,"230 SQM, with 4 bedrooms and 5 bathrooms, priced at 29000000 in New Cairo","تاون هاوس للبيع في ذا كريست 230 متر ب 4 أوض و 5 حمامات, بسعر 29000000 في القاهرة الجديدة",tawn haws lilbi3 fi dha kryst 230 mtr b 4 2wd w 5 hamamet bs3r 29000000 fi al2ahra ejadida
3706,"Standalone Villa For Sale In The Crest 250 SQM, with bedroom and bathroom, priced at 32000000 in New Cairo","فيلا مستقلة  للبيع في ذا كرست 250 متر ب أوضة و حمام, بسعر 32000000 في القاهرة الجديدة",fyla mostakilla lilbi3 fi dha krst 250 mtr b 2wda w hamam bs3r 32000000 fi al2ahra ejadida
3705,"Standalone Villa For Sale In The Crest 330 SQM, with 3 bedrooms and 5 bathrooms, priced at 42000000 in New Cairo","فيلا مستقلة  للبيع في ذا كريست 330 متر ب 3 أوض و 5 حمامات, بسعر 42000000 في القاهرة الجديدة",fyla mostakilla lilbi3 fi dha kryst 330 mtr b 3 2wd w 5 hamamet bs3r 42000000 fi al2ahra ejadida
3704,"242 SQM, with 3 bedrooms and 4 bathrooms, priced at 28450000 in Mostakbal City","توين هاوس للبيع في سيجنتشر 242 متر ب 3 أوض و 4 حمامات, بسعر 28450000 في مدينة المستقبل",twyn haws lilbi3 fi sygntshr 242 mtr b 3 2wd w 4 hamamet bs3r 28450000 fi madina elmostakbel
3703,"Villa For Sale In Palace El Shorouk 445 SQM, with 3 bedrooms and 4 bathrooms, priced at 29366576 in Madinaty","فيلا للبيع  بالاس الشروق 445 متر ب 3 أوض و 4 حمامات, بسعر 29366576 في ماديناتي",fyla lilbi3 balas alshrw2 445 mtr b 3 2wd w 4 hamamet bs3r 29366576 fi madynaty
3702,"Villa For Sale In Palace El Shorouk 578 SQM, with 3 bedrooms and 3 bathrooms, priced at 39476332 in Madinaty","فيلا للبيع بالاس الشروق 578 متر ب 3 أوض و 3 حمامات, بسعر 39476332 في ماديناتي",fyla lilbi3 balas alshrw2 578 mtr b 3 2wd w 3 hamamet bs3r 39476332 fi madynaty
3701,"Twin House For Sale In Palace El Shorouk 290 SQM, with 3 bedrooms and 4 bathrooms, priced at 19169468 in Madinaty","توين هاوس للبيع في بالاس الشروق 290 متر ب 3 أوض و 4 حمامات, بسعر 19169468 في ماديناتي",twyn haws lilbi3 fi balas alshrw2 290 mtr b 3 2wd w 4 hamamet bs3r 19169468 fi madynaty
3700,"Twin House For Sale In Palace El Shorouk 261 SQM, with bedroom and bathroom, priced at 20103826 in Madinaty","توين هاوس للبيع في بالاس الشروق 261 متر ب أوضة و حمام, بسعر 20103826 في ماديناتي",twyn haws lilbi3 fi balas alshrw2 261 mtr b 2wda w hamam bs3r 20103826 fi madynaty
3699,"Townhouse For Sale In Palace El Shorouk 329 SQM, with 3 bedrooms and 4 bathrooms, priced at 21999532 in Madinaty","تاون هاوس للبيع في بالاس الشروق 329 متر ب 3 أوض و 4 حمامات, بسعر 21999532 في ماديناتي",tawn haws lilbi3 fi balas alshrw2 329 mtr b 3 2wd w 4 hamamet bs3r 21999532 fi madynaty
3698,"Apartment For Sale In Plaza Nasr City 250 SQM, with bedroom and bathroom, priced at 13766690 in Nasr City","شقة للبيع في بلازا مدينة نصر 250 متر ب أوضة و حمام, بسعر 13766690 في مدينة نصر",sh2a lilbi3 fi blaza madina nasr 250 mtr b 2wda w hamam bs3r 13766690 fi madina nasr
3697,"Apartment For Sale In Plaza Nasr City 273 SQM, with 3 bedrooms and 3 bathrooms, priced at 18475600 in Nasr City","شقة للبيع في بلازا مدينة نصر 273 متر ب 3 أوض و 3 حمامات, بسعر 18475600 في مدينة نصر",sh2a lilbi3 fi blaza madina nasr 273 mtr b 3 2wd w 3 hamamet bs3r 18475600 fi madina nasr
3696,"Studio For Sale In Winter 76 SQM, with 4 bedrooms and 3 bathrooms, priced at 5090000 in New Alamein","استوديو للبيع في وينتر 76 متر ب 4 أوض و 3 حمامات, بسعر 5090000 في العلمين الجديدة",astwdyw lilbi3 fi wyntr 76 mtr b 4 2wd w 3 hamamet bs3r 5090000 fi al3lmyn ejadida
3695,"Townhouse For Sale In Square 323 SQM, with 5 bedrooms and 6 bathrooms, priced at 14286888 in Mostakbal City","تاون هاوس للبيع في سكوير 323 متر ب 5 أوض و 6 حمامات, بسعر 14286888 في مدينة المستقبل",tawn haws lilbi3 fi skwyr 323 mtr b 5 2wd w 6 hamamet bs3r 14286888 fi madina elmostakbel
3694,"Studio For Sale In Winter 58 SQM, with 5 bedrooms and 4 bathrooms, priced at 3855000 in New Alamein","استوديو للبيع في وينتر 58 متر ب 5 أوض و 4 حمامات, بسعر 3855000 في العلمين الجديدة",astwdyw lilbi3 fi wyntr 58 mtr b 5 2wd w 4 hamamet bs3r 3855000 fi al3lmyn ejadida
3693,"Townhouse For Sale In Square 274 SQM, with 4 bedrooms and 3 bathrooms, priced at 10511929 in Mostakbal City","تاون هاوس للبيع في سكوير 274 متر ب 4 أوض و 3 حمامات, بسعر 10511929 في مدينة المستقبل",tawn haws lilbi3 fi skwyr 274 mtr b 4 2wd w 3 hamamet bs3r 10511929 fi madina elmostakbel
3692,"Duplex For Sale In Botanica 302 SQM, with 3 bedrooms and 3 bathrooms, priced at 7868837 in Madinaty","دوبلكس للبيع في بوتانيكا 302 متر ب 3 أوض و 3 حمامات, بسعر 7868837 في ماديناتي",dwblks lilbi3 fi bwtanyka 302 mtr b 3 2wd w 3 hamamet bs3r 7868837 fi madynaty
3691,"Villa For Sale In Square 562 SQM, with 3 bedrooms and 4 bathrooms, priced at 32693919 in Mostakbal City","فيلا للبيع في سكوير 562 متر ب 3 أوض و 4 حمامات, بسعر 32693919 في مدينة المستقبل",fyla lilbi3 fi skwyr 562 mtr b 3 2wd w 4 hamamet bs3r 32693919 fi madina elmostakbel
3690,"Duplex For Sale In Botanica 428 SQM, with 3 bedrooms and 4 bathrooms, priced at 12150000 in Madinaty","دوبلكس للبيع في بوتانيكا 428 متر ب 3 أوض و 4 حمامات, بسعر 12150000 في ماديناتي",dwblks lilbi3 fi bwtanyka 428 mtr b 3 2wd w 4 hamamet bs3r 12150000 fi madynaty
3689,"Villa For Sale In Square 365 SQM, with bedroom and bathroom, priced at 22935223 in Mostakbal City","فيلا للبيع في سكوير 365 متر ب أوضة و حمام, بسعر 22935223 في مدينة المستقبل",fyla lilbi3 fi skwyr 365 mtr b 2wda w hamam bs3r 22935223 fi madina elmostakbel
3688,"Apartment For Sale In Botanica 214 SQM, with 3 bedrooms and 3 bathrooms, priced at 6555800 in Madinaty","شقة للبيع في بوتانيكا 214 متر ب 3 أوض و 3 حمامات, بسعر 6555800 في ماديناتي",sh2a lilbi3 fi bwtanyka 214 mtr b 3 2wd w 3 hamamet bs3r 6555800 fi madynaty
3687,"Twin House For Sale In Square  273 SQM, with bedroom and bathroom, priced at 17942185 in Mostakbal City","توين هاوس للبيع في سكوير 273 متر ب أوضة و حمام, بسعر 17942185 في مدينة المستقبل",twyn haws lilbi3 fi skwyr 273 mtr b 2wda w hamam bs3r 17942185 fi madina elmostakbel
3686,"Twin House For Sale In Square 332 SQM, with bedroom and bathroom, priced at 23284166 in Mostakbal City","توين هاوس للبيع في سكوير 332 متر ب أوضة و حمام, بسعر 23284166 في مدينة المستقبل",twyn haws lilbi3 fi skwyr 332 mtr b 2wda w hamam bs3r 23284166 fi madina elmostakbel
3685,"15 SQM, with bedroom and bathroom, priced at 5400000 in Madinaty","محل تجاري للبيع في آينس تاور 15 متر ب أوضة و حمام, بسعر 5400000 في ماديناتي",mahal tjari lilbi3 fi آyns tawr 15 mtr b 2wda w hamam bs3r 5400000 fi madynaty
3684,"Apartment For Sale In Cleo 200 SQM, with bedroom and bathroom, priced at 25460000 in Madinaty","شقة للبيع في كليو 200 متر ب أوضة و حمام, بسعر 25460000 في ماديناتي",sh2a lilbi3 fi klyw 200 mtr b 2wda w hamam bs3r 25460000 fi madynaty
3683,"Apartment For Sale In Cleo 70 SQM, with bedroom and bathroom, priced at 8481000 in Madinaty","شقة للبيع في كليو 70 متر ب أوضة و حمام, بسعر 8481000 في ماديناتي",sh2a lilbi3 fi klyw 70 mtr b 2wda w hamam bs3r 8481000 fi madynaty
3682,"Clinic For Sale In Entrada Avenue 88 SQM, with bedroom and bathroom, priced at 4916000 in Madinaty","عيادة للبيع في إنترادا أفنيو 88 متر ب أوضة و حمام, بسعر 4916000 في ماديناتي",3iyedi lilbi3 fi 2ntrada 2fnyw 88 mtr b 2wda w hamam bs3r 4916000 fi madynaty
3681,"Clinic For Sale In Entrada Avenue 47 SQM, with bedroom and bathroom, priced at 2739000 in Madinaty","عيادة للبيع في إنترادا أفنيو 47 متر ب أوضة و حمام, بسعر 2739000 في ماديناتي",3iyedi lilbi3 fi 2ntrada 2fnyw 47 mtr b 2wda w hamam bs3r 2739000 fi madynaty
3680,"Office For Sale In Entrada Avenue 40 SQM, with 3 bedrooms and 4 bathrooms, priced at 2280000 in Madinaty","مكتب إداري للبيع في إنترادا أفنيو 40 ب 3 أوض و 4 حمامات, بسعر 2280000 في ماديناتي",makteb 2dary lilbi3 fi 2ntrada 2fnyw 40 b 3 2wd w 4 hamamet bs3r 2280000 fi madynaty
3663,"Office For Sale In The Mark 30 SQM, with 4 bedrooms and 3 bathrooms, priced at 1897500 in Madinaty","مكتب ادارى للبيع في ذا مارك 30 متر ب 4 أوض و 3 حمامات, بسعر 1897500 في ماديناتي",makteb adara lilbi3 fi dha mark 30 mtr b 4 2wd w 3 hamamet bs3r 1897500 fi madynaty
3662,"Retail For Sale In Premium Business Center 52 SQM, with 4 bedrooms and 3 bathrooms, priced at 8697400 in New Cairo","محل تجاري  للبيع فى بريميوم بيزنس سنتر 52 متر ب 4 أوض و 3 حمامات, بسعر 8697400 في القاهرة الجديدة",mahal tjari lilbi3 fi brymywm byzns sntr 52 mtr b 4 2wd w 3 hamamet bs3r 8697400 fi al2ahra ejadida
3661,"Office For Sale In Premium Business Center 39 SQM, with 3 bedrooms and 3 bathrooms, priced at 4504500 in New Cairo","مكتب ادارى للبيع في بريميوم بيزنس سنتر 39 متر ب 3 أوض و 3 حمامات, بسعر 4504500 في القاهرة الجديدة",makteb adara lilbi3 fi brymywm byzns sntr 39 mtr b 3 2wd w 3 hamamet bs3r 4504500 fi al2ahra ejadida
3660,"Standalone Villa For Sale In Blue Blue 273 SQM, with 4 bedrooms and 3 bathrooms, priced at 27161000 in Ain El Sokhna","فيلا مستقلة للبيع في بلو بلو 273 متر مربع ب 4 أوض و 3 حمامات, بسعر 27161000 في العين السخنة",fyla mostakilla lilbi3 fi blw blw 273 mtr mraba3 b 4 2wd w 3 hamamet bs3r 27161000 fi l3in als5na
3659,"Duplex For Sale In Blue Blue 220 SQM, with 2 bedrooms and 2 bathrooms, priced at 18783500 in Ain El Sokhna","دوبلكس للبيع في بلو بلو 220 متر ب أوضتين و حمامين, بسعر 18783500 في العين السخنة",dwblks lilbi3 fi blw blw 220 mtr b 2wdtyn w hmamen bs3r 18783500 fi l3in als5na
3658,"Duplex For Sale In City Oval 418 SQM, with bedroom and bathroom, priced at 9851500 in Madinaty","دوبلكس للبيع في سيتي أوفال 418 متر ب أوضة و حمام, بسعر 9851500 في ماديناتي",dwblks lilbi3 fi syty 2wfal 418 mtr b 2wda w hamam bs3r 9851500 fi madynaty
3657,"Duplex For Sale In City Oval 225 SQM, with bedroom and bathroom, priced at 5790375 in Madinaty","دوبلكس للبيع في سيتي أوفال 225 متر ب أوضة و حمام, بسعر 5790375 في ماديناتي",dwblks lilbi3 fi syty 2wfal 225 mtr b 2wda w hamam bs3r 5790375 fi madynaty
3656,"Apartment For Sale In City Oval 209 SQM, with 2 bedrooms and 3 bathrooms, priced at 5120500 in Madinaty","شقة للبيع في سيتي أوفال 209 متر ب أوضتين و 3 حمامات, بسعر 5120500 في ماديناتي",sh2a lilbi3 fi syty 2wfal 209 mtr b 2wdtyn w 3 hamamet bs3r 5120500 fi madynaty
3655,"Apartment For Sale In City Oval 120 SQM, with 3 bedrooms and 3 bathrooms, priced at 3043000 in Madinaty","شقة للبيع في سيتي أوفال 120 متر ب 3 أوض و 3 حمامات, بسعر 3043000 في ماديناتي",sh2a lilbi3 fi syty 2wfal 120 mtr b 3 2wd w 3 hamamet bs3r 3043000 fi madynaty
3654,"Store For Sale In Isola Sheraton 119 SQM, with 2 bedrooms and 4 bathrooms, priced at 15749840 in Nasr City","محل للبيع في ايزولا شيراتون 119 متر ب أوضتين و 4 حمامات, بسعر 15749840 في مدينة نصر",mahal lilbi3 fi ayzwla shyratwn 119 mtr b 2wdtyn w 4 hamamet bs3r 15749840 fi madina nasr
3653,"Store For Sale In Isola Sheraton 77 SQM, with 3 bedrooms and 5 bathrooms, priced at 15310000 in Nasr City","محل تجارى للبيع في ايزولا شيراتون 77 متر ب 3 أوض و 5 حمامات, بسعر 15310000 في مدينة نصر",mahal tgara lilbi3 fi ayzwla shyratwn 77 mtr b 3 2wd w 5 hamamet bs3r 15310000 fi madina nasr
3652,"Apartment For Sale In Serenity 145 SQM, with bedroom and bathroom, priced at 11364917 in New Cairo","شقة للبيع في سيرينيتي 145 متر ب أوضة و حمام, بسعر 11364917 في القاهرة الجديدة",sh2a lilbi3 fi syrynyty 145 mtr b 2wda w hamam bs3r 11364917 fi al2ahra ejadida
