Unit ID,English_Sen,Arabic_Sen
4177,"Clinic For Sale In Madar 21 SQM, with bedroom and bathroom, priced at 1742500 in Madinaty","عيادة طبية للبيع فى مدار بمساحة 21 متر ب أوضة و حمام, بسعر 1742500 في ماديناتي"
4176,"Clinic For Sale In ‏IVORY Plaza Mall 57 SQM, with bedroom and bathroom, priced at 4959000 in Madinaty","عيادة طبية فى ايفوري بلازا مول بمساحة 57 متر ب أوضة و حمام, بسعر 4959000 في ماديناتي"
4175,"Office For Sale In Ivory Plaza 46 SQM, with bedroom and bathroom, priced at 2867500 in Madinaty","مكتب ادارى للبيع فى ايفوري بلازا بمساحة 46 متر ب أوضة و حمام, بسعر 2867500 في ماديناتي"
4174,"Retail For Sale In Ivory Plaza  42 SQM, with bedroom and bathroom, priced at 8190000 in Madinaty","محل تجارى للبيع فى ايفوري بلازا بمساحة 42 متر ب أوضة و حمام, بسعر 8190000 في ماديناتي"
4173,"Office For Sale In 5 Business Hub 29 SQM, with bedroom and bathroom, priced at 2707500 in Madinaty","مكتب ادارى للبيع فى  بيزنس هاب 5 بمساحة 29 متر ب أوضة و حمام, بسعر 2707500 في ماديناتي"
4172,"Retail For Sale In ‎‏‎‏5 Business Hub 33 SQM, with 4 bedrooms and 4 bathrooms, priced at 4785000 in Madinaty","محل تجارى للبيع فى بيزنس هاب 5 بمساحة 33 متر ب 4 أوض و 4 حمامات, بسعر 4785000 في ماديناتي"
4171,"Retail For Sale In ‎‏‎‏5 Business Hub 24 SQM, with 4 bedrooms and 5 bathrooms, priced at 4080000 in Madinaty","محل تجارى للبيع فى بيزنس هاب 5 بمساحة 24 متر ب 4 أوض و 5 حمامات, بسعر 4080000 في ماديناتي"
4170,"255 SQM, with 3 bedrooms and 5 bathrooms, priced at 25699500 in Madinaty","توين هاوس للبيع في ريد 255 متر ب 3 أوض و 5 حمامات, بسعر 25699500 في ماديناتي"
4169,"Standalone Villa For Sale In Red 314 SQM, with 2 bedrooms and 3 bathrooms, priced at 35700300 in Madinaty","فيلا مستقلة للبيع في ريد 314 متر ب أوضتين و 3 حمامات, بسعر 35700300 في ماديناتي"
4168,"Standalone Villa For Sale In Red 370 SQM, with 3 bedrooms and 4 bathrooms, priced at 41940000 in Madinaty","فيلا مستقلة للبيع في ريد 370 متر ب 3 أوض و 4 حمامات, بسعر 41940000 في ماديناتي"
4167,"Townhouse For Sale In Red 147 SQM, with 4 bedrooms and 4 bathrooms, priced at 11319000 in Madinaty","تاون هاوس للبيع في ريد 147 متر ب 4 أوض و 4 حمامات, بسعر 11319000 في ماديناتي"
4166,"Townhouse For Sale In Red 253 SQM, with 4 bedrooms and 4 bathrooms, priced at 20746000 in Madinaty","تاون هاوس للبيع في ريد 253 متر ب 4 أوض و 4 حمامات, بسعر 20746000 في ماديناتي"
4165,"Penthouse For Sale IN Stone Residence 275 SQM, with 3 bedrooms and 3 bathrooms, priced at 14514000 in Nasr City","بنت هاوس للبيع في ستون ريزيدنس 275 متر ب 3 أوض و 3 حمامات, بسعر 14514000 في مدينة نصر"
4164,"Penthouse For Sale IN Stone Residence 220 SQM, with bedroom and 2 bathrooms, priced at 10598500 in Nasr City","بنت هاوس للبيع في ستون ريزيدنس 220 متر ب أوضة و حمامين, بسعر 10598500 في مدينة نصر"
4163,"Apartment For Sale In Fifth Square 205 SQM, with bedroom and bathroom, priced at 23000000 in New Cairo","شقة للبيع في فيفث سكوير 205 متر ب أوضة و حمام, بسعر 23000000 في القاهرة الجديدة"
4162,"Apartment For Sale In Fifth Square 115 SQM, with 3 bedrooms and 3 bathrooms, priced at 14000000 in New Cairo","شقة للبيع في فيفث سكوير 115 متر ب 3 أوض و 3 حمامات, بسعر 14000000 في القاهرة الجديدة"
4161,"Ground Retail For Sale In The Mark 55 SQM, with bedroom and bathroom, priced at 11644000 in Madinaty","محل تجارى ارضى للبيع فى ذا مارك بمساحة 55 متر ب أوضة و حمام, بسعر 11644000 في ماديناتي"
4160,"Ground Retail For Sale In The Mark 160 SQM, with bedroom and bathroom, priced at 28656400 in Madinaty","محل تجارى ارضى للبيع فى ذا مارك بمساحة 160 متر ب أوضة و حمام, بسعر 28656400 في ماديناتي"
4159,"Retail For Sale In The Mark 34 SQM, with bedroom and bathroom, priced at 3159030 in Madinaty","محل تجارى للبيع فى ذا مارك بمساحة 34 متر ب أوضة و حمام, بسعر 3159030 في ماديناتي"
4158,"Retail For Sale In The Mark 65 SQM, with 4 bedrooms and 3 bathrooms, priced at 7456620 in Madinaty","محل تجارى للبيع فى ذا مارك بمساحة 65 متر ب 4 أوض و 3 حمامات, بسعر 7456620 في ماديناتي"
4157,"Office For Sale In The Mark 66 SQM, with 2 bedrooms and 2 bathrooms, priced at 5159680 in Madinaty","مكتب ادارى  للبيع في ذا مارك 66 متر ب أوضتين و حمامين, بسعر 5159680 في ماديناتي"
4156,"Duplex For Sale In Blue Blue 220 SQM, with 2 bedrooms and bathroom, priced at 17989000 in Ain El Sokhna","دوبلكس للبيع في بلو بلو 220 متر ب أوضتين و حمام, بسعر 17989000 في العين السخنة"
4136,"Loft For Sale In Masaya 112 SQM, with bedroom and bathroom, priced at 8826000 in Ras ElHekma","لوفت للبيع فى ميسيا بمساحة 112  متر ب أوضة و حمام, بسعر 8826000 في راس حكمة"
4135,"Loft For Sale In Masaya 113 SQM, with 2 bedrooms and 2 bathrooms, priced at 8903910 in Ras ElHekma","لوفت للبيع فى ميسيا بمساحة 113 متر ب أوضتين و حمامين, بسعر 8903910 في راس حكمة"
4134,"Office For Sale In Ronza tower 40 SQM, with bedroom and bathroom, priced at 3200000 in Madinaty","مكتب ادارى للبيع فر رونزا تاور بمساحة 40 متر ب أوضة و حمام, بسعر 3200000 في ماديناتي"
4133,"Office For Sale In Ronza tower 108 SQM, with 3 bedrooms and 2 bathrooms, priced at 8640000 in Madinaty","مكتب ادارى للبيع فى رونزا تاور بمساحة 108 متر ب 3 أوض و حمامين, بسعر 8640000 في ماديناتي"
4132,"Clinic For Sale In Ronza Tower 63 SQM, with 3 bedrooms and 4 bathrooms, priced at 5625000 in Madinaty","عيادة طبية للبيع فى رونزا تاور بمساحة 63 متر ب 3 أوض و 4 حمامات, بسعر 5625000 في ماديناتي"
4131,"Clinic For Sale In Ronza Tower 105 SQM, with bedroom and bathroom, priced at 9450000 in Madinaty","عيادة طبية للبيع فى رونزا تاور بمساحة 105  متر ب أوضة و حمام, بسعر 9450000 في ماديناتي"
4130,"Bank For Sale In Atom 204 SQM, with bedroom and bathroom, priced at 54608862 in New Cairo","بنك للبيع في أتوم 204 متر ب أوضة و حمام, بسعر 54608862 في القاهرة الجديدة"
4129,"Serviced Apartment For Sale In SIXTY ICONIC TOWER 54 SQM, with 2 bedrooms and 3 bathrooms, priced at 10756400 in Madinaty","شقة فندقية للبيع فى سيكستي ايكونيك تاور بمساحة 54 متر ب أوضتين و 3 حمامات, بسعر 10756400 في ماديناتي"
4128,"Office For Sale In SIXTY ICONIC TOWER 56 SQM, with 3 bedrooms and 3 bathrooms, priced at 11709000 in Madinaty","مكتب ادارى للبيع فى سيكستي ايكونيك تاور 56 متر ب 3 أوض و 3 حمامات, بسعر 11709000 في ماديناتي"
4127,"Apartment For Sale In Aria 138 SQM, with 3 bedrooms and 3 bathrooms, priced at 7900000 in Madinaty","شقة للبيع فى اريا بمساحة 138 متر ب 3 أوض و 3 حمامات, بسعر 7900000 في ماديناتي"
4126,"Apartment For Sale In Aria 282 SQM, with 2 bedrooms and 2 bathrooms, priced at 18800000 in Madinaty","شقة للبيع فى اريا بمساحة 282 متر ب أوضتين و حمامين, بسعر 18800000 في ماديناتي"
4125,"Apartment  For Sale In Ever New Cairo 165 SQM, with 3 bedrooms and 3 bathrooms, priced at 12400000 in New Cairo","شقة للبيع فى ايفر القاهرة الجديدة بمساحة 165 متر ب 3 أوض و 3 حمامات, بسعر 12400000 في القاهرة الجديدة"
4124,"Apartment For Sale In in Ever New Cairo 130 SQM, with 4 bedrooms and 3 bathrooms, priced at 7900000 in New Cairo","شقة للبيع فى ايفر القاهرة الجديدة بمساحة 130 متر ب 4 أوض و 3 حمامات, بسعر 7900000 في القاهرة الجديدة"
4123,"penthouse For Sale In Galleria Residence 171 SQM, with 3 bedrooms and 3 bathrooms, priced at 16293000 in New Cairo","بنت هاوس للبيع فى جاليريا ريزيدنس بمساحة 171 متر ب 3 أوض و 3 حمامات, بسعر 16293000 في القاهرة الجديدة"
4122,"penthouse For Sale In Galleria Residence 234 SQM, with 3 bedrooms and 3 bathrooms, priced at 24318000 in New Cairo","بنت هاوس للبيع فى جاليريا ريزيدنس بمساحة 234 متر ب 3 أوض و 3 حمامات, بسعر 24318000 في القاهرة الجديدة"
4121,"210 SQM, with 4 bedrooms and 4 bathrooms, priced at 15650000 in 6th of October","تاون هاوس للبيع في إيلورا 210 متر ب 4 أوض و 4 حمامات, بسعر 15650000 في 6 أكتوبر"
4120,"Townhouse For Sale In Elora 210 SQM, with 3 bedrooms and 4 bathrooms, priced at 19757000 in 6th of October","تاون هاوس للبيع في إيلورا 210 متر ب 3 أوض و 4 حمامات, بسعر 19757000 في 6 أكتوبر"
4119,"Twin House For Sale In Zoya North Coast 260 SQM, with 3 bedrooms and 5 bathrooms, priced at 39000000 in El Dabaa","توين هاوس للبيع في زويا الساحل الشمالي 260 متر ب 3 أوض و 5 حمامات, بسعر 39000000 في الضبعة"
4118,"Townhouse For Sale In Stone Park 205 SQM, with 3 bedrooms and 4 bathrooms, priced at 20000000 in Nasr City","تاون هاوس للبيع في ستون بارك 205 متر ب 3 أوض و 4 حمامات, بسعر 20000000 في مدينة نصر"
4117,"Townhouse For Sale In Stone Park 294 SQM, with 3 bedrooms and 4 bathrooms, priced at 41000000 in Nasr City","تاون هاوس للبيع في ستون بارك 294 متر ب 3 أوض و 4 حمامات, بسعر 41000000 في مدينة نصر"
4116,"228 SQM, with 5 bedrooms and 8 bathrooms, priced at 25500000 in Nasr City","توين هاوس للبيع في ستون بارك 228 متر ب 5 أوض و 8 حمامات, بسعر 25500000 في مدينة نصر"
4115,"Standalone Villa For Sale In Stone Park 239 SQM, with 3 bedrooms and 3 bathrooms, priced at 32880000 in Nasr City","فيلا مستقلة للبيع في ستون بارك 239 متر ب 3 أوض و 3 حمامات, بسعر 32880000 في مدينة نصر"
4114,"452 SQM, with 3 bedrooms and 3 bathrooms, priced at 27000000 in Nasr City","فيلا مستقلة للبيع في ستون بارك 452 متر ب 3 أوض و 3 حمامات, بسعر 27000000 في مدينة نصر"
4113,"Townhouse For Sale In Telal Shores 162 SQM, with 2 bedrooms and bathroom, priced at 18200000 in Ain El Sokhna","تاون هاوس للبيع في تلال شورز 162 متر ب أوضتين و حمام, بسعر 18200000 في العين السخنة"
4112,"Twin House For Sale In Telal Shores 140 SQM, with 3 bedrooms and 3 bathrooms, priced at 15600000 in Ain El Sokhna","توين هاوس للبيع في تلال شورز 140 متر ب 3 أوض و 3 حمامات, بسعر 15600000 في العين السخنة"
4111,"Apartment For Sale In Degla Towers 110 SQM, with 3 bedrooms and 2 bathrooms, priced at 4224000 in Nasr City","شقة للبيع في دجلة تاورز 110 متر ب 3 أوض و حمامين, بسعر 4224000 في مدينة نصر"
4110,"Apartment For Sale In Degla Towers 159 SQM, with bedroom and bathroom, priced at 6105600 in Nasr City","شقة للبيع في دجلة تاورز 159 متر ب أوضة و حمام, بسعر 6105600 في مدينة نصر"
4109,"Apartment For Sale In Degla Landmark 145 SQM, with 3 bedrooms and bathroom, priced at 5481000 in Nasr City","شقة للبيع في دجلة لاند مارك 145 متر ب 3 أوض و حمام, بسعر 5481000 في مدينة نصر"
4108,"Apartment For Sale In Degla Landmark 64 SQM, with 2 bedrooms and bathroom, priced at 2419200 in Nasr City","شقة للبيع في دجلة لاند مارك 64 متر ب أوضتين و حمام, بسعر 2419200 في مدينة نصر"
4107,"Apartment For Sale In Degla Palms 110 SQM, with 3 bedrooms and 3 bathrooms, priced at 3234000 in 6th of October","شقة للبيع في دجلة بالمز 110 متر ب 3 أوض و 3 حمامات, بسعر 3234000 في 6 أكتوبر"
4106,"Apartment For Sale In Degla Palms 77 SQM, with 3 bedrooms and 3 bathrooms, priced at 1952335 in 6th of October","شقة للبيع في دجلة بالمز 77 متر ب 3 أوض و 3 حمامات, بسعر 1952335 في 6 أكتوبر"
4105,"Apartment For Sale In Lakefront 168 SQM, with bedroom and bathroom, priced at 6417600 in Kerdasa","شقة للبيع في ليك فرونت 168 متر ب أوضة و حمام, بسعر 6417600 في كرداسة"
4104,"Apartment For Sale In Lakefront 157 SQM, with 3 bedrooms and 3 bathrooms, priced at 5714448 in Kerdasa","شقة للبيع في ليك فرونت 157 متر ب 3 أوض و 3 حمامات, بسعر 5714448 في كرداسة"
4103,"Apartment For Sale In Rayhanah Avenue 82 SQM, with bedroom and bathroom, priced at 3386600 in Mokattam","شقة للبيع في ريحانه أڤينيو 82 متر ب أوضة و حمام, بسعر 3386600 في المقطم"
4102,"Apartment For Sale In Rayhanah Avenue 152 SQM, with 3 bedrooms and 2 bathrooms, priced at 6277600 in Mokattam","شقة للبيع في ريحانه أڤينيو 152 متر ب 3 أوض و حمامين, بسعر 6277600 في المقطم"
4101,"Apartment For Sale In One Kattameya 81 SQM, with bedroom and bathroom, priced at 3904200 in Nasr City","شقة للبيع في وان قطامية 81 متر ب أوضة و حمام, بسعر 3904200 في مدينة نصر"
4100,"Apartment For Sale In One Kattameya 143 SQM, with bedroom and bathroom, priced at 6892600 in Nasr City","شقة للبيع في وان قطامية 143 متر ب أوضة و حمام, بسعر 6892600 في مدينة نصر"
4099,"Studio For Sale In Kattameya Gate 42 SQM, with bedroom and bathroom, priced at 1785000 in Nasr City","استوديو للبيع في قطامية جيت 42 متر ب أوضة و حمام, بسعر 1785000 في مدينة نصر"
4098,"Studio For Sale In Kattameya Gate 39 SQM, with 3 bedrooms and bathroom, priced at 1657500 in Nasr City","استوديو للبيع في قطامية جيت 39 متر ب 3 أوض و حمام, بسعر 1657500 في مدينة نصر"
4097,"Apartment For Sale In Kattameya Gate 56 SQM, with 2 bedrooms and 3 bathrooms, priced at 2380000 in Nasr City","شقة للبيع في قطامية جيت 56 متر ب أوضتين و 3 حمامات, بسعر 2380000 في مدينة نصر"
4096,"Apartment For Sale In Kattameya Gate 148 SQM, with 4 bedrooms and 3 bathrooms, priced at 6290000 in Nasr City","شقة للبيع في قطامية جيت 148 متر ب 4 أوض و 3 حمامات, بسعر 6290000 في مدينة نصر"
4095,"Apartment For Sale In Maadi Grand City 188 SQM, with 3 bedrooms and 4 bathrooms, priced at 7948567 in Mokattam","شقة للبيع في معادي جراند سيتي 188 متر ب 3 أوض و 4 حمامات, بسعر 7948567 في المقطم"
4094,"Apartment For Sale In Maadi Grand City 262 SQM, with 2 bedrooms and bathroom, priced at 10827167 in Mokattam","شقة للبيع في معادي جراند سيتي 262 متر ب أوضتين و حمام, بسعر 10827167 في المقطم"
4093,"165 SQM, with 3 bedrooms and 3 bathrooms, priced at 13576100 in Mokattam","شقة للبيع في دي فيو 165 متر ب 3 أوض و 3 حمامات, بسعر 13576100 في المقطم"
4092,"Apartment For Sale In Crystal Plaza 110 SQM, with 2 bedrooms and 3 bathrooms, priced at 5684433 in Mokattam","شقة للبيع في كريستال بلازا 110 متر ب أوضتين و 3 حمامات, بسعر 5684433 في المقطم"
4091,"Apartment For Sale In Crystal Plaza 140 SQM, with 3 bedrooms and 3 bathrooms, priced at 9632333 in Mokattam","شقة للبيع في كريستال بلازا 140 متر ب 3 أوض و 3 حمامات, بسعر 9632333 في المقطم"
4090,"Apartment For Sale In Bavaria Town 85 SQM, with bedroom and bathroom, priced at 3880800 in Mokattam","شقة للبيع في بافاريا تاون 85 متر ب أوضة و حمام, بسعر 3880800 في المقطم"
4089,"Apartment For Sale In Bavaria Town 142 SQM, with bedroom and bathroom, priced at 7642800 in Mokattam","شقة للبيع في بافاريا تاون 142 متر ب أوضة و حمام, بسعر 7642800 في المقطم"
4088,"40 SQM, with 3 bedrooms and 3 bathrooms, priced at 3264000 in Sidi Abd El-Rahman","استوديو للبيع في زهرة 40 متر ب 3 أوض و 3 حمامات, بسعر 3264000 في سيدي عبد إل-رحمان"
4087,"Chalet For Sale In Zahra 45 SQM, with 3 bedrooms and 4 bathrooms, priced at 3672225 in Sidi Abd El-Rahman","شاليه للبيع في زهرة 45 متر ب 3 أوض و 4 حمامات, بسعر 3672225 في سيدي عبد إل-رحمان"
4086,"Chalet For Sale In Zahra 130 SQM, with 3 bedrooms and 4 bathrooms, priced at 11452567 in Sidi Abd El-Rahman","شاليه للبيع في زهرة 130 متر ب 3 أوض و 4 حمامات, بسعر 11452567 في سيدي عبد إل-رحمان"
4085,"Twinhouse For Sale In VYE 230 SQM, with 2 bedrooms and 3 bathrooms, priced at 40278000 in Mostakbal City","توين هاوس للبيع فى فاي بمساحة 230 متر ب أوضتين و 3 حمامات, بسعر 40278000 في مدينة المستقبل"
4084,"Twinhouse For Sale In VYE 230 SQM, with 2 bedrooms and 3 bathrooms, priced at 33479000 in Mostakbal City","توين هاوس للبيع فى فاي بمساحة 230 متر ب أوضتين و 3 حمامات, بسعر 33479000 في مدينة المستقبل"
4083,"Apartment For Sale In Sodic East 125 SQM, with 2 bedrooms and 3 bathrooms, priced at 7910000 in El Shorouk","شقة للبيع في سوديك ايست 125 متر ب أوضتين و 3 حمامات, بسعر 7910000 في الشروق"
4082,"Apartment For Sale In Sodic East 129 SQM, with 3 bedrooms and 4 bathrooms, priced at 8502000 in El Shorouk","شقة للبيع في سوديك ايست  129 متر ب 3 أوض و 4 حمامات, بسعر 8502000 في الشروق"
4081,"Apartment For Sale In Sodic East  129 SQM, with 3 bedrooms and 4 bathrooms, priced at 8105000 in El Shorouk","شقة للبيع في سوديك ايست   129 متر ب 3 أوض و 4 حمامات, بسعر 8105000 في الشروق"
4080,"Townhouse For Sale In Al Burouj 160 SQM, with 3 bedrooms and 4 bathrooms, priced at 14500000 in El Shorouk","تاون هاوس للبيع فى البروج بمساحة 160 متر ب 3 أوض و 4 حمامات, بسعر 14500000 في الشروق"
4079,"Townhouse For Sale In Al Burouj 240 SQM, with 3 bedrooms and 4 bathrooms, priced at 19500000 in El Shorouk","تاون هاوس للبيع فى البروج بمساحة 240 متر ب 3 أوض و 4 حمامات, بسعر 19500000 في الشروق"
4078,"Townhouse For Sale In Al Burouj 160 SQM, with bedroom and bathroom, priced at 15500000 in El Shorouk","تاون هاوس للبيع فى البروج بمساحة 160 متر ب أوضة و حمام, بسعر 15500000 في الشروق"
4077,"Townhouse For Sale In Al Burouj 240 SQM, with 3 bedrooms and 4 bathrooms, priced at 18500000 in El Shorouk","تاون هاوس للبيع فى البروج بمساحة 240 متر ب 3 أوض و 4 حمامات, بسعر 18500000 في الشروق"
4076,"Restaurant For Sale In CHESS FIELD 75 SQM, with 3 bedrooms and 4 bathrooms, priced at 32760000 in New Cairo","مطعم للبيع فى تشيس  فيلد بمساحة 75 متر ب 3 أوض و 4 حمامات, بسعر 32760000 في القاهرة الجديدة"
4075,"251 SQM, with 4 bedrooms and 4 bathrooms, priced at 29614919 in Madinaty","توين هاوس للبيع في البوسكو 251 متر ب 4 أوض و 4 حمامات, بسعر 29614919 في ماديناتي"
4074,"Retail For Sale In Stella Walk 165 SQM, with 3 bedrooms and 2 bathrooms, priced at 10725000 in Sidi Abd El-Rahman","محل تجارى للبيع فى ستيلا واك 165 متر ب 3 أوض و حمامين, بسعر 10725000 في سيدي عبد إل-رحمان"
4073,"Office For Sale In Radical 1 New Capital City 316 SQM, with 3 bedrooms and 3 bathrooms, priced at 46701648 in Madinaty","مكتب إداري للبيع في راديكال 1 العاصمة الادارية 316 متر ب 3 أوض و 3 حمامات, بسعر 46701648 في ماديناتي"
4072,"Apartment For Sale In Evoida 117 SQM, with 2 bedrooms and bathroom, priced at 4026926 in 6th of October","شقة للبيع في إيفويدا 117 متر ب أوضتين و حمام, بسعر 4026926 في 6 أكتوبر"
4071,"Townhouse For Sale In Creek Town 210 SQM, with bedroom and bathroom, priced at 26000000 in New Cairo","تاون هاوس للبيع في كريك تاون 210 متر ب أوضة و حمام, بسعر 26000000 في القاهرة الجديدة"
4070,"Apartment for Sale In Beta Greens New cairo 127 SQM, with bedroom and bathroom, priced at 8400000 in Madinaty","شقة للبيع في بيتا جرينز القاهرة الجديدة 127 متر ب أوضة و حمام, بسعر 8400000 في ماديناتي"
4069,"Cabin For Sale In Kynd Residence 38 SQM, with bedroom and bathroom, priced at 30000000 in Ras ElHekma","كابينة للبيع فى كايند ريسدنس بمساحة 38 متر ب أوضة و حمام, بسعر 30000000 في راس حكمة"
4068,"Cabin For sale In Kynd Resdince 38 SQM, with bedroom and bathroom, priced at 16500007 in Ras ElHekma","كابينة للبيع فى كايند ريسدنس بمساحة 38 متر ب أوضة و حمام, بسعر 16500007 في راس حكمة"
4067,"Retail For Sale In La Fayette Mall 115 SQM, with 3 bedrooms and 3 bathrooms, priced at 33661782 in Madinaty","محل تجارى للبيع في لافاييت مول 115 متر ب 3 أوض و 3 حمامات, بسعر 33661782 في ماديناتي"
4066,"Retail For Sale In Double Two Tower 44 SQM, with bedroom and bathroom, priced at 10909800 in New Cairo","محل تجاري للبيع في برج دوبل تو تاور 44 متر ب أوضة و حمام, بسعر 10909800 في القاهرة الجديدة"
4065,"Penthouse For Sale In Aroma Seaside 185 SQM, with 3 bedrooms and 2 bathrooms, priced at 12100000 in Ain El Sokhna","بنت هاوس للبيع في أروما سي سايد 185 متر ب 3 أوض و حمامين, بسعر 12100000 في العين السخنة"
4064,"Clinic For Sale In Via Montenapoleone 42 SQM, with bedroom and bathroom, priced at 5271263 in Madinaty","عيادة طبية للبيع فى فيا مونتي نابوليوني 42 متر ب أوضة و حمام, بسعر 5271263 في ماديناتي"
4063,"Office For Sale In Via Montenapoleone 144 SQM, with 2 bedrooms and bathroom, priced at 14818651 in Madinaty","مكتب إداري للبيع فى فيا مونتي نابوليوني 144 متر ب أوضتين و حمام, بسعر 14818651 في ماديناتي"
4062,"Retail For Sale In Udora Mall 31 SQM, with bedroom and bathroom, priced at 11264870 in Madinaty","محل تجاري  للبيع في أودورا مول 31 متر ب أوضة و حمام, بسعر 11264870 في ماديناتي"
4061,"Retail For Sale In Udora Mall 77 SQM, with 4 bedrooms and 3 bathrooms, priced at 28585545 in Madinaty","محل تجاري  للبيع في أودورا مول 77 متر ب 4 أوض و 3 حمامات, بسعر 28585545 في ماديناتي"
4060,"Retail For Sale In Zaha Park 69  SQM, with 4 bedrooms and 3 bathrooms, priced at 13763684 in Madinaty","محل تجارى للبيع في زاها بارك 69 متر ب 4 أوض و 3 حمامات, بسعر 13763684 في ماديناتي"
4059,"Penthouse For Sale In Rivali 215 SQM, with 4 bedrooms and 3 bathrooms, priced at 11881333 in New Cairo","بنت هاوس  للبيع فى ريفالي بمساحة 215 متر ب 4 أوض و 3 حمامات, بسعر 11881333 في القاهرة الجديدة"
4058,"Penthouse For Sale In Rivali 210 SQM, with 4 bedrooms and 3 bathrooms, priced at 11895167 in New Cairo","بنت هاوس  للبيع فى ريفالي بمساحة 210 متر ب 4 أوض و 3 حمامات, بسعر 11895167 في القاهرة الجديدة"
4057,"Apartment For Sale In Century City 188 SQM, with 5 bedrooms and 4 bathrooms, priced at 9740000 in New Cairo","شقة للبيع في سنشري سيتي 188 متر ب 5 أوض و 4 حمامات, بسعر 9740000 في القاهرة الجديدة"
4056,"Apartment For Sale In Century City 176 SQM, with 3 bedrooms and 4 bathrooms, priced at 8080000 in New Cairo","شقة للبيع في سنشري سيتي 176 متر ب 3 أوض و 4 حمامات, بسعر 8080000 في القاهرة الجديدة"
4055,"Standalone Villa For Sale In Lugar 255 SQM, with 3 bedrooms and 3 bathrooms, priced at 24130680 in Mostakbal City","فيلا مستقلة للبيع في لوجار 255 متر ب 3 أوض و 3 حمامات, بسعر 24130680 في مدينة المستقبل"
4054,"190 SQM, with 3 bedrooms and 4 bathrooms, priced at 18554325 in Mostakbal City","تاون هاوس للبيع في لوجار 190 متر ب 3 أوض و 4 حمامات, بسعر 18554325 في مدينة المستقبل"
4053,"Apartment For Sale In Century City 191 SQM, with 4 bedrooms and 4 bathrooms, priced at 8100000 in New Cairo","شقة للبيع في سنشري سيتي 191 متر ب 4 أوض و 4 حمامات, بسعر 8100000 في القاهرة الجديدة"
4052,"Apartment For Sale In Century City 200 SQM, with bedroom and bathroom, priced at 8460000 in New Cairo","شقة للبيع في سنشري سيتي 200 متر ب أوضة و حمام, بسعر 8460000 في القاهرة الجديدة"
4051,"penthouse For Sale In Century City 189 SQM, with bedroom and bathroom, priced at 9750000 in New Cairo","بنت هاوس للبيع فى سنشري سيتي بمساحة 189 متر ب أوضة و حمام, بسعر 9750000 في القاهرة الجديدة"
4050,"Service Apartment For Sale In Eins Tower 5 SQM, with bedroom and bathroom, priced at 1200000 in Madinaty","شقة فندقية للبيع فى اينز تاور بمساحة 5 متر ب أوضة و حمام, بسعر 1200000 في ماديناتي"
4049,"Service Apartment For Sale In Eins Tower 10 SQM, with bedroom and bathroom, priced at 2400000 in Madinaty","شقة فندقية للبيع فى اينز تاور بمساحة 10 متر ب أوضة و حمام, بسعر 2400000 في ماديناتي"
4048,"Retail For Sale In Eins Tower 10 SQM, with bedroom and bathroom, priced at 3675000 in Madinaty","محل تجاري للبيع في آينس تاور 10 متر ب أوضة و حمام, بسعر 3675000 في ماديناتي"
4047,"Clinic For Sale In City Hall New Cairo 90 SQM, with bedroom and bathroom, priced at 16650000 in Madinaty","عيادة طبية للبيع في سيتي هول القاهرة الجديدة 90 متر ب أوضة و حمام, بسعر 16650000 في ماديناتي"
4046,"Retail For Sale In City Hall New Cairo 197 SQM, with bedroom and bathroom, priced at 62210526 in Madinaty","محل تجارى للبيع فى سيتى هول مول القاهرة الجديدة 197 متر ب أوضة و حمام, بسعر 62210526 في ماديناتي"
4045,"Clinic For Sale In New Cairo 38 SQM, with bedroom and bathroom, priced at 2800000 in Madinaty","عيادة للبيع فى سيتى هول مول القاهرة الجديدة 38 متر ب أوضة و حمام, بسعر 2800000 في ماديناتي"
4044,"Clinic For Sale In City Hall Mall New Cairo 38 SQM, with 3 bedrooms and 3 bathrooms, priced at 2800000 in Madinaty","عيادة للبيع فى سيتى هول مول القاهرة الجديدة 38 متر ب 3 أوض و 3 حمامات, بسعر 2800000 في ماديناتي"
4043,"Office For Sale In City Hall New Cairo 315 SQM, with 4 bedrooms and 3 bathrooms, priced at 57543850 in Madinaty","مكتب اداري للبيع في سيتي هول القاهرة الجديدة 315 متر ب 4 أوض و 3 حمامات, بسعر 57543850 في ماديناتي"
4042,"Standalone Villa For Sale In Esse Residence 175 SQM, with bedroom and bathroom, priced at 20439938 in Madinaty","فيلا مستقلة للبيع في إيسي ريزيدنس 175 متر ب أوضة و حمام, بسعر 20439938 في ماديناتي"
4041,"Standalone Villa For Sale In Esse Residence 212 SQM, with 4 bedrooms and 3 bathrooms, priced at 14012980 in Madinaty","فيلا مستقلة للبيع في إيسي ريزيدنس 212 متر ب 4 أوض و 3 حمامات, بسعر 14012980 في ماديناتي"
4040,"Retail/F&B For Sale In Atom 236 SQM, with bedroom and bathroom, priced at 54819292 in New Cairo","محل تجاري/ مطعم للبيع في أتوم 236 متر ب أوضة و حمام, بسعر 54819292 في القاهرة الجديدة"
4039,"Apartment For Sale In Esse Residence 220 SQM, with bedroom and bathroom, priced at 13327212 in Madinaty","شقة للبيع في إيسي ريزيدنس 220 متر ب أوضة و حمام, بسعر 13327212 في ماديناتي"
